/tmp/haruspex_hw_nat/HwNatAddEntry_00405ef8.c,external.semgrep-rules-0xdea.c.raptor-interesting-api-calls,10,Locate all calls to interesting and potentially insecure API functions (candidate points). The auditor can backtrace from these candidate points to find pathways allowing access from untrusted input.
/tmp/haruspex_hw_nat/HwNatBindEntry_004062c0.c,external.semgrep-rules-0xdea.c.raptor-interesting-api-calls,13,Locate all calls to interesting and potentially insecure API functions (candidate points). The auditor can backtrace from these candidate points to find pathways allowing access from untrusted input.
/tmp/haruspex_hw_nat/HwNatCacheDumpEntry_00406800.c,external.semgrep-rules-0xdea.c.raptor-interesting-api-calls,11,Locate all calls to interesting and potentially insecure API functions (candidate points). The auditor can backtrace from these candidate points to find pathways allowing access from untrusted input.
/tmp/haruspex_hw_nat/HwNatDebug_00407e6c.c,external.semgrep-rules-0xdea.c.raptor-interesting-api-calls,11,Locate all calls to interesting and potentially insecure API functions (candidate points). The auditor can backtrace from these candidate points to find pathways allowing access from untrusted input.
/tmp/haruspex_hw_nat/HwNatDelEntry_00405dbc.c,external.semgrep-rules-0xdea.c.raptor-interesting-api-calls,10,Locate all calls to interesting and potentially insecure API functions (candidate points). The auditor can backtrace from these candidate points to find pathways allowing access from untrusted input.
/tmp/haruspex_hw_nat/HwNatDropEntry_00406560.c,external.semgrep-rules-0xdea.c.raptor-interesting-api-calls,13,Locate all calls to interesting and potentially insecure API functions (candidate points). The auditor can backtrace from these candidate points to find pathways allowing access from untrusted input.
/tmp/haruspex_hw_nat/HwNatDumpDport_00405c80.c,external.semgrep-rules-0xdea.c.raptor-interesting-api-calls,11,Locate all calls to interesting and potentially insecure API functions (candidate points). The auditor can backtrace from these candidate points to find pathways allowing access from untrusted input.
/tmp/haruspex_hw_nat/HwNatDumpEntry_00406170.c,external.semgrep-rules-0xdea.c.raptor-interesting-api-calls,13,Locate all calls to interesting and potentially insecure API functions (candidate points). The auditor can backtrace from these candidate points to find pathways allowing access from untrusted input.
/tmp/haruspex_hw_nat/HwNatGetAGCnt_0040693c.c,external.semgrep-rules-0xdea.c.raptor-interesting-api-calls,10,Locate all calls to interesting and potentially insecure API functions (candidate points). The auditor can backtrace from these candidate points to find pathways allowing access from untrusted input.
/tmp/haruspex_hw_nat/HwNatGetAllEntries_00407d2c.c,external.semgrep-rules-0xdea.c.raptor-interesting-api-calls,10,Locate all calls to interesting and potentially insecure API functions (candidate points). The auditor can backtrace from these candidate points to find pathways allowing access from untrusted input.
