/tmp/haruspex_mdb/DoActionHandle_00409a34.c,external.semgrep-rules-0xdea.c.raptor-signed-unsigned-conversion,28,The software uses a signed primitive and performs a cast to an unsigned primitive, or uses an unsigned primitive and performs a cast to a signed primitive, which can produce an unexpected value. When the result of a function is to be used as a size parameter, using negative return values can have unexpected results. Although less frequent an issue, unsigned-to-signed conversion can be  the precursor to buffer underwrite conditions. Buffer underwrites  occur frequently when large unsigned values are cast to signed values,  and then used as indexes into a buffer or for pointer arithmetic.
/tmp/haruspex_mdb/DoActionHandle_00409a34.c,external.semgrep-rules-0xdea.c.raptor-insecure-api-sprintf-vsprintf,33,A buffer overflow condition exists when a program attempts to put more data in a buffer than it can hold, or when a program attempts to put data in a memory area outside of the boundaries of a buffer.
/tmp/haruspex_mdb/DoActionHandle_00409a34.c,external.semgrep-rules-0xdea.c.raptor-interesting-api-calls,33,Locate all calls to interesting and potentially insecure API functions (candidate points). The auditor can backtrace from these candidate points to find pathways allowing access from untrusted input.
/tmp/haruspex_mdb/DoActionHandle_00409a34.c,external.semgrep-rules-0xdea.c.raptor-signed-unsigned-conversion,37,The software uses a signed primitive and performs a cast to an unsigned primitive, or uses an unsigned primitive and performs a cast to a signed primitive, which can produce an unexpected value. When the result of a function is to be used as a size parameter, using negative return values can have unexpected results. Although less frequent an issue, unsigned-to-signed conversion can be  the precursor to buffer underwrite conditions. Buffer underwrites  occur frequently when large unsigned values are cast to signed values,  and then used as indexes into a buffer or for pointer arithmetic.
/tmp/haruspex_mdb/DoActionHandle_00409a34.c,external.semgrep-rules-0xdea.c.raptor-signed-unsigned-conversion,39,The software uses a signed primitive and performs a cast to an unsigned primitive, or uses an unsigned primitive and performs a cast to a signed primitive, which can produce an unexpected value. When the result of a function is to be used as a size parameter, using negative return values can have unexpected results. Although less frequent an issue, unsigned-to-signed conversion can be  the precursor to buffer underwrite conditions. Buffer underwrites  occur frequently when large unsigned values are cast to signed values,  and then used as indexes into a buffer or for pointer arithmetic.
/tmp/haruspex_mdb/DoActionHandle_00409a34.c,external.semgrep-rules-0xdea.c.raptor-signed-unsigned-conversion,42,The software uses a signed primitive and performs a cast to an unsigned primitive, or uses an unsigned primitive and performs a cast to a signed primitive, which can produce an unexpected value. When the result of a function is to be used as a size parameter, using negative return values can have unexpected results. Although less frequent an issue, unsigned-to-signed conversion can be  the precursor to buffer underwrite conditions. Buffer underwrites  occur frequently when large unsigned values are cast to signed values,  and then used as indexes into a buffer or for pointer arithmetic.
/tmp/haruspex_mdb/DoActionHandle_00409a34.c,external.semgrep-rules-0xdea.c.raptor-interesting-api-calls,45,Locate all calls to interesting and potentially insecure API functions (candidate points). The auditor can backtrace from these candidate points to find pathways allowing access from untrusted input.
/tmp/haruspex_mdb/DoActionHandle_00409a34.c,external.semgrep-rules-0xdea.c.raptor-unchecked-ret-scanf-etc,45,The software does not check the return value from a method or function, which can prevent it from detecting unexpected states and conditions.
/tmp/haruspex_mdb/DoActionHandle_00409a34.c,external.semgrep-rules-0xdea.c.raptor-interesting-api-calls,49,Locate all calls to interesting and potentially insecure API functions (candidate points). The auditor can backtrace from these candidate points to find pathways allowing access from untrusted input.
/tmp/haruspex_mdb/DoActionHandle_00409a34.c,external.semgrep-rules-0xdea.c.raptor-unchecked-ret-scanf-etc,49,The software does not check the return value from a method or function, which can prevent it from detecting unexpected states and conditions.
